Event Code,Cruise,Date (Standard),Time (Standard),Date/Time (Standard),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,Port Obs,Stbd Obs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru,Bino Reticle,Distance (m),Sighting Method,Envelope Depth,Envelope Depth 2,Envelope Width,Envelope Width 2,Best,Min,Max,Calf,Species 1,Species 2,sp1 Percent,sp2 Percent,Effort (on/off),Off effort code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First frame 2,Last Frame 2,Comments
SE,CalCOFI0907M2,7/27/2009 15:48:00,,7/27/2009 15:48,8:00:00,7/27/2009 23:48,,,33.98322296,-121.5155106,KPM,AMH,,,,,,,,,,,,95,KPM,2,,255,0.3,,,,,,,1,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,SP IN LOGGER
SB,CalCOFI0907M2,7/27/2009 15:49:00,,7/27/2009 15:49,8:00:00,7/27/2009 23:49,,,33.98180389,-121.5180969,KPM,AMH,,,,,,,,,,,,98,KPM,2,,240,0.6,,,,,,,1,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/27/2009 15:53:00,,7/27/2009 15:53,8:00:00,7/27/2009 23:53,,,33.97632599,-121.5287247,KPM,AMH,,,,,,,,,,,,98,KPM,2,,235,1.2,,,,,,,1,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,
SP,CalCOFI0907M2,7/27/2009 15:53:00,,7/27/2009 15:53,8:00:00,7/27/2009 23:53,,,33.97632599,-121.5287247,KPM,AMH,,,,,,,,,,,,98,KPM,2,,235,1.2,,,,,,,1,,,0,Bp,,,,OFF,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0907M2,7/27/2009 15:55:00,,7/27/2009 15:55,8:00:00,7/27/2009 23:55,,,33.9735527,-121.5340042,KPM,AMH,,,,,,,,,,,,99,KPM,2,,20,9,,,,,,,1,,,0,Bp,,,,OFF,4,ON,,1,,,,,,,,,,,,PROBABLY RESIGHT OF SIGHTING 95. OFF EFFORT BECAUSE PAST 90 DEGREE 
SE,CalCOFI0907M2,7/27/2009 15:55:00,,7/27/2009 15:55,8:00:00,7/27/2009 23:55,,,33.9735527,-121.5340042,KPM,AMH,,,,,,,,,,,,99,KPM,2,,20,9,,,,,,,1,,,0,Bp,,,,OFF,4,ON,,1,,,,,,,,,,,,PROBABLY RESIGHT OF SIGHTING 95. OFF EFFORT BECAUSE PAST 90 DEGREE 
SB,CalCOFI0907M2,7/27/2009 16:00:00,,7/27/2009 16:00,8:00:00,7/28/2009 0:00,,,33.96669388,-121.5471649,KPM,AMH,,,,,,,,,,,,100,KPM,2,,144,1.5,,,,,,,1,,,0,Bp,,,,OFF,4,ON,,1,,,,,,,,,,,,PROBABLY RESIGHT OF SIGHTING 98. OFF EFFORT BECAUSE PAST 90 DEGREE 
SE,CalCOFI0907M2,7/27/2009 16:00:00,,7/27/2009 16:00,8:00:00,7/28/2009 0:00,,,33.96669388,-121.5471649,KPM,AMH,,,,,,,,,,,,100,KPM,2,,144,1.5,,,,,,,1,,,0,Bp,,,,OFF,4,ON,,1,,,,,,,,,,,,PROBABLY RESIGHT OF SIGHTING 98. OFF EFFORT BECAUSE PAST 90 DEGREE 
OB,CalCOFI0907M2,7/27/2009 16:10:00,,7/27/2009 16:10,8:00:00,7/28/2009 0:10,,,33.95309067,-121.5712433,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,241,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,BOTH OBSERVERS ON WATCH
SB,CalCOFI0907M2,7/27/2009 16:16:00,,7/27/2009 16:16,8:00:00,7/28/2009 0:16,,,33.94229889,-121.5917664,KPM,AMH,,,,,,,,,,,,101,KPM,3,,227,,100,,,,,,8,3,12,0,Dd,,,,ON,,ON,,5,,,,,,,,,,,,APPROACHED BOAT AND QUICKLY MOVED OFF
SE,CalCOFI0907M2,7/27/2009 16:16:00,,7/27/2009 16:16,8:00:00,7/28/2009 0:16,,,33.94229889,-121.5917664,KPM,AMH,,,,,,,,,,,,101,KPM,3,,227,,100,,,,,,8,3,12,0,Dd,,,,ON,,ON,,5,,,,,,,,,,,,APPROACHED BOAT AND QUICKLY MOVED OFF
P,CalCOFI0907M2,7/27/2009 17:01:00,,7/27/2009 17:01,8:00:00,7/28/2009 1:01,,,33.87654114,-121.7205048,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,238,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
E,CalCOFI0907M2,7/27/2009 17:13:00,,7/27/2009 17:13,8:00:00,7/28/2009 1:13,,,33.85990906,-121.7542953,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,241,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING ST 80/70
ET,CalCOFI0907M2,7/27/2009 17:13:00,,7/27/2009 17:13,8:00:00,7/28/2009 1:13,,,33.85990906,-121.7542953,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,241,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING ST 80/70
B,CalCOFI0907M2,7/28/2009 5:33:00,,7/28/2009 5:33,8:00:00,7/28/2009 13:33,,,33.24285126,-123.0179977,KPM,AMH,P,3.5,OV,100,,,NG,,,5.0,5,,,,258,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,STARTING MID TRANSIT TO 80/90
ST,CalCOFI0907M2,7/28/2009 5:33:00,,7/28/2009 5:33,8:00:00,7/28/2009 13:33,,,33.24285126,-123.0179977,KPM,AMH,P,3.5,OV,100,,,NG,,,5.0,5,,,,258,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,STARTING MID TRANSIT TO 80/90
PINN,CalCOFI0907M2,7/28/2009 6:25:00,,7/28/2009 6:25,8:00:00,7/28/2009 14:25,,,33.17871475,-123.1564484,KPM,AMH,,,,,,,,,,,,PINN14,AMH,3,,292,,200,,,,,,1,,,0,CU,,,,ON,,ON,,3,,,,,,,,,,,,
OO,CalCOFI0907M2,7/28/2009 6:39:00,,7/28/2009 6:39,8:00:00,7/28/2009 14:39,,,33.16149521,-123.1936035,AMH,AMH,P,3.5,OV,100,,,NG,,,5.0,5,,,,258,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,KM DOWN TO DEPLOY SONOBUOY
ET,CalCOFI0907M2,7/28/2009 6:48:00,,7/28/2009 6:48,8:00:00,7/28/2009 14:48,,,33.15065765,-123.2193527,AMH,AMH,P,3.5,OV,100,,,NG,,,5.0,5,,,,275,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING STATION 80/90
ST,CalCOFI0907M2,7/28/2009 10:18:00,,7/28/2009 10:18,8:00:00,7/28/2009 18:18,,,33.13956451,-123.270134,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,241,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,DEPARTED 80/90
OO,CalCOFI0907M2,7/28/2009 10:43:00,,7/28/2009 10:43,8:00:00,7/28/2009 18:43,,,33.10620499,-123.3385544,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,236,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,LUNCH ROTATION
SB,CalCOFI0907M2,7/28/2009 10:55:00,,7/28/2009 10:55,8:00:00,7/28/2009 18:55,,,33.0890007,-123.3707199,KPM,AMH,,,,,,,,,,,,102,AMH,3,,316,,100,,,,,,6,5,7,0,Dd,,,,OFF,,ON,,1,,5,,,,,,,,,,
SE,CalCOFI0907M2,7/28/2009 10:58:00,,7/28/2009 10:58,8:00:00,7/28/2009 18:58,,,33.08480453,-123.3788605,KPM,AMH,,,,,,,,,,,,102,AMH,3,,340,,500,,,,,,6,5,7,0,Dd,,,,OFF,,ON,,1,,,,,,,,,,,,
OB,CalCOFI0907M2,7/28/2009 11:02:00,,7/28/2009 11:02,8:00:00,7/28/2009 19:02,,,33.0792923,-123.3898468,KPM,AMH,P,5,OV,100,,,NG,,,5.0,6,,,,237,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,BOTH OBSERVERS ON WATCH
P,CalCOFI0907M2,7/28/2009 11:59:00,,7/28/2009 11:59,8:00:00,7/28/2009 19:59,,,32.99808121,-123.545639,KPM,AMH,F,3.5,OV,100,,,NG,,,4.0,6,,,,236,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/28/2009 11:59:00,,7/28/2009 11:59,8:00:00,7/28/2009 19:59,,,32.99808121,-123.545639,KPM,AMH,F,3.5,OV,100,,,NG,,,4.0,6,,,,236,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
SH,CalCOFI0907M2,7/28/2009 12:16:00,,7/28/2009 12:16,8:00:00,7/28/2009 20:16,,,32.9731636,-123.5905304,KPM,AMH,,,,,,,,,,,,SH7,AMH,,,341,0.4,,,,,,,,,,,SHIP,,,,OFF,4,ON,,,,,,,,,,,,,,CARGO SHIP
PINN,CalCOFI0907M2,7/28/2009 12:29:00,,7/28/2009 12:29,8:00:00,7/28/2009 20:29,,,32.95350266,-123.6265106,KPM,AMH,,,,,,,,,,,,PINN15,KPM,3,,310,,300,,,,,,1,,,0,CU,,,,OFF,3,ON,,0,,,,,,,,,,,,OFF EFFORT BECAUSE SIGHTED BY BIRDER. CHANGE SIGHTING TO P13 AND CODE TO PINN IN LOGGER
W,CalCOFI0907M2,7/28/2009 12:51:00,,7/28/2009 12:51,8:00:00,7/28/2009 20:51,,,32.92335892,-123.6882629,KPM,AMH,F,3.5,OV,100,,,NG,,,4.0,6,,,,239,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
ET,CalCOFI0907M2,7/28/2009 13:39:00,,7/28/2009 13:39,8:00:00,7/28/2009 21:39,,,32.85790634,-123.8230972,KPM,AMH,F,3.5,OV,100,,,NG,,,4.0,6,,,,234,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING STATION 80/100
ST,CalCOFI0907M2,7/28/2009 16:32:00,,7/28/2009 16:32,8:00:00,7/29/2009 0:32,,,32.82427979,-123.9296188,KPM,AMH,F,5,OV,100,,,NG,,,3.0,9,,,,328,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/28/2009 17:24:00,,7/28/2009 17:24,8:00:00,7/29/2009 1:24,,,32.92711258,-123.9958191,KPM,AMH,F,3.5,OV,100,,,NG,,,3.0,9,,,,329,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
E,CalCOFI0907M2,7/28/2009 19:13:00,,7/28/2009 19:13,8:00:00,7/29/2009 3:13,,,33.14361572,-124.1442184,KPM,AMH,F,3.5,OV,100,,,NG,,,3.0,9,,,,329,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ENDING BEFORE ST 77/100 DUE TO SUNSET
ET,CalCOFI0907M2,7/28/2009 19:13:00,,7/28/2009 19:13,8:00:00,7/29/2009 3:13,,,33.14361572,-124.1442184,KPM,AMH,F,3.5,OV,100,,,NG,,,3.0,9,,,,329,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ENDING BEFORE ST 77/100 DUE TO SUNSET
B,CalCOFI0907M2,7/29/2009 6:16:00,,7/29/2009 6:16,8:00:00,7/29/2009 14:16,,,33.72243118,-123.6335602,AMH,KPM,F,5,OV,100,,,NG,,,4.0,4,,,,65,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,DEPARTING ST 77/90
ST,CalCOFI0907M2,7/29/2009 6:16:00,,7/29/2009 6:16,8:00:00,7/29/2009 14:16,,,33.72243118,-123.6335602,AMH,KPM,F,5,OV,100,,,NG,,,4.0,4,,,,65,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,DEPARTING ST 77/90
SB,CalCOFI0907M2,7/29/2009 7:00:00,,7/29/2009 7:00,8:00:00,7/29/2009 15:00,,,33.78069305,-123.5142288,AMH,KPM,,,,,,,,,,,,103,KPM,2,,80,0.2,,,,,,,1,,,0,Bp,,,,ON,,ON,,0,,,,,,,,,,,,
SP,CalCOFI0907M2,7/29/2009 7:07:00,,7/29/2009 7:07,8:00:00,7/29/2009 15:07,,,33.79032135,-123.4952621,AMH,KPM,,,,,,,,,,,,103,KPM,2,,85,0.6,,,,,,,1,,,0,Bp,,,,ON,,ON,,0,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 7:13:00,,7/29/2009 7:13,8:00:00,7/29/2009 15:13,,,33.79883575,-123.4792633,AMH,KPM,,,,,,,,,,,,103,AMH,2,,112,6.2,,,,,,,1,,,0,Bp,,,,ON,,ON,,0,,,,,,,,,,,,
SP,CalCOFI0907M2,7/29/2009 7:13:00,,7/29/2009 7:13,8:00:00,7/29/2009 15:13,,,33.79883575,-123.4792633,AMH,KPM,,,,,,,,,,,,103,AMH,2,,112,6.2,,,,,,,1,,,0,Bp,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 7:27:00,,7/29/2009 7:27,8:00:00,7/29/2009 15:27,,,33.81821823,-123.4423523,AMH,KPM,,,,,,,,,,,,104,KPM,3,,145,2,,,,,,,20,15,25,ND,Dd,,,,OFF,4,ON,,2,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 7:27:00,,7/29/2009 7:27,8:00:00,7/29/2009 15:27,,,33.81821823,-123.4423523,AMH,KPM,,,,,,,,,,,,104,KPM,3,,145,2,,,,,,,20,15,25,ND,Dd,,,,OFF,4,ON,,2,,,,,,,,,,,,
W,CalCOFI0907M2,7/29/2009 7:50:00,,7/29/2009 7:50,8:00:00,7/29/2009 15:50,,,33.85045624,-123.3803253,AMH,KPM,P,5,OV,100,,,NG,,,5.0,4,,,,65,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 8:13:00,,7/29/2009 8:13,8:00:00,7/29/2009 16:13,,,33.88140869,-123.3178406,AMH,KPM,,,,,,,,,,,,105,KPM,3,,111,,50,,,,,,7,5,11,0,Dd,,,,ON,,ON,,5,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 8:13:00,,7/29/2009 8:13,8:00:00,7/29/2009 16:13,,,33.88140869,-123.3178406,AMH,KPM,,,,,,,,,,,,105,KPM,3,,111,,50,,,,,,7,5,11,0,Dd,,,,ON,,ON,,5,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 8:43:00,,7/29/2009 8:43,8:00:00,7/29/2009 16:43,,,33.92031479,-123.231575,AMH,KPM,,,,,,,,,,,,106,AMH,2,,56,0.3,,,,,,,2,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 8:43:00,,7/29/2009 8:43,8:00:00,7/29/2009 16:43,,,33.92031479,-123.231575,AMH,KPM,,,,,,,,,,,,106,AMH,2,,56,0.3,,,,,,,2,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 8:49:00,,7/29/2009 8:49,8:00:00,7/29/2009 16:49,,,33.92821884,-123.2137375,AMH,KPM,,,,,,,,,,,,107,KPM,2,,85,0.1,,,,,,,2,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 8:49:00,,7/29/2009 8:49,8:00:00,7/29/2009 16:49,,,33.92821884,-123.2137375,AMH,KPM,,,,,,,,,,,,107,KPM,2,,85,0.1,,,,,,,2,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 8:50:00,,7/29/2009 8:50,8:00:00,7/29/2009 16:50,,,33.92930603,-123.2112274,AMH,KPM,,,,,,,,,,,,108,KPM,2,,105,0.3,,,,,,,1,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 8:50:00,,7/29/2009 8:50,8:00:00,7/29/2009 16:50,,,33.92930603,-123.2112274,AMH,KPM,,,,,,,,,,,,108,KPM,2,,105,0.3,,,,,,,1,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 8:53:00,,7/29/2009 8:53,8:00:00,7/29/2009 16:53,,,33.93341446,-123.2020798,AMH,KPM,,,,,,,,,,,,109,KPM,2,,55,0.5,,,,,,,1,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 8:53:00,,7/29/2009 8:53,8:00:00,7/29/2009 16:53,,,33.93341446,-123.2020798,AMH,KPM,,,,,,,,,,,,109,KPM,2,,55,0.5,,,,,,,1,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 8:54:00,,7/29/2009 8:54,8:00:00,7/29/2009 16:54,,,33.93467712,-123.1991348,AMH,KPM,,,,,,,,,,,,110,AMH,2,,10,0.2,,,,,,,2,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,POSSIBLY SIGHTING 106
SB,CalCOFI0907M2,7/29/2009 8:58:00,,7/29/2009 8:58,8:00:00,7/29/2009 16:58,,,33.93976593,-123.187645,AMH,KPM,,,,,,,,,,,,111,AMH,2,,40,0.8,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 8:58:00,,7/29/2009 8:58,8:00:00,7/29/2009 16:58,,,33.93976593,-123.187645,AMH,KPM,,,,,,,,,,,,111,AMH,2,,40,0.8,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 9:03:00,,7/29/2009 9:03,8:00:00,7/29/2009 17:03,,,33.94607162,-123.1732101,AMH,KPM,,,,,,,,,,,,112,KPM,2,,115,1,,,,,,,1,,,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 9:03:00,,7/29/2009 9:03,8:00:00,7/29/2009 17:03,,,33.94607162,-123.1732101,AMH,KPM,,,,,,,,,,,,112,KPM,2,,115,1,,,,,,,1,,,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 9:04:00,,7/29/2009 9:04,8:00:00,7/29/2009 17:04,,,33.9472847,-123.1706696,AMH,KPM,,,,,,,,,,,,110,AMH,2,,348,0.4,,,,,,,3,,,1,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 9:07:00,,7/29/2009 9:07,8:00:00,7/29/2009 17:07,,,33.95119476,-123.1617203,AMH,KPM,,,,,,,,,,,,113,AMH,2,,29,0.3,,,,,,,1,,,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 9:07:00,,7/29/2009 9:07,8:00:00,7/29/2009 17:07,,,33.95119476,-123.1617203,AMH,KPM,,,,,,,,,,,,113,AMH,2,,29,0.3,,,,,,,1,,,0,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 9:09:00,,7/29/2009 9:09,8:00:00,7/29/2009 17:09,,,33.95366287,-123.1558609,AMH,KPM,,,,,,,,,,,,114,AMH,2,,146,3.8,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 9:11:00,,7/29/2009 9:11,8:00:00,7/29/2009 17:11,,,33.95613861,-123.1501007,AMH,KPM,,,,,,,,,,,,114,KPM,2,,195,1.5,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
SP,CalCOFI0907M2,7/29/2009 9:11:00,,7/29/2009 9:11,8:00:00,7/29/2009 17:11,,,33.95613861,-123.1501007,AMH,KPM,,,,,,,,,,,,114,KPM,2,,195,1.5,,,,,,,1,,,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
P,CalCOFI0907M2,7/29/2009 9:26:00,,7/29/2009 9:26,8:00:00,7/29/2009 17:26,,,33.97554398,-123.1074219,AMH,KPM,P,5,OV,100,,,NG,,,5.0,4,,,,65,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0907M2,7/29/2009 9:26:00,,7/29/2009 9:26,8:00:00,7/29/2009 17:26,,,33.97554398,-123.1074219,AMH,KPM,F,5,OV,100,,,NG,,,4.0,4,,,,65,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
ET,CalCOFI0907M2,7/29/2009 9:54:00,,7/29/2009 9:54,8:00:00,7/29/2009 17:54,,,34.01188278,-123.0271149,AMH,KPM,F,5,OV,100,,,NG,,,4.0,4,,,,70,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING STATION 77/80
ST,CalCOFI0907M2,7/29/2009 12:26:00,,7/29/2009 12:26,8:00:00,7/29/2009 20:26,,,34.07582855,-122.962616,AMH,KPM,F,5,OV,100,,,NG,,,4.0,5,,,,63,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 14:03:00,,7/29/2009 14:03,8:00:00,7/29/2009 22:03,,,34.1969223,-122.6852875,AMH,KPM,,,,,,,,,,,,115,KPM,1,,75,3.5,,,,,,,12,10,14,1,Dd,,,,ON,,ON,,2,,5,,,,,,,,,,"QUICKLY APPROACHED BOAT, A LITTLE BOWRIDING, THEN MOVED OFF"
SE,CalCOFI0907M2,7/29/2009 14:07:00,,7/29/2009 14:07,8:00:00,7/29/2009 22:07,,,34.20198441,-122.6736298,AMH,KPM,,,,,,,,,,,,115,AMH,4,,358,5.8,,,,,,,12,10,14,1,Dd,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 14:11:00,,7/29/2009 14:11,8:00:00,7/29/2009 22:11,,,34.20691681,-122.6619492,AMH,KPM,,,,,,,,,,,,116,KPM,1,,160,1.5,,,,,,,7,6,8,0,Dd,,,,OFF,4,ON,,2,,,,,,,,,,,,OFF EFFORT BECAUSE FIRST SEEN PAST 90 DEGREES.
SE,CalCOFI0907M2,7/29/2009 14:11:00,,7/29/2009 14:11,8:00:00,7/29/2009 22:11,,,34.20691681,-122.6619492,AMH,KPM,,,,,,,,,,,,116,KPM,1,,160,1.5,,,,,,,7,6,8,0,Dd,,,,OFF,4,ON,,2,,,,,,,,,,,,OFF EFFORT BECAUSE FIRST SEEN PAST 90 DEGREES.
SB,CalCOFI0907M2,7/29/2009 14:34:00,,7/29/2009 14:34,8:00:00,7/29/2009 22:34,,,34.23574448,-122.5954895,AMH,KPM,,,,,,,,,,,,117,KPM,3,,105,,150,,,,,,5,3,8,0,Dd,,,,ON,,ON,,2,,5,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 14:34:00,,7/29/2009 14:34,8:00:00,7/29/2009 22:34,,,34.23574448,-122.5954895,AMH,KPM,,,,,,,,,,,,117,KPM,3,,105,,150,,,,,,5,3,8,0,Dd,,,,ON,,ON,,2,,5,,,,,,,,,,
SB,CalCOFI0907M2,7/29/2009 14:43:00,,7/29/2009 14:43,8:00:00,7/29/2009 22:43,,,34.24542618,-122.5736847,AMH,KPM,,,,,,,,,,,,119,AMH,3,,325,,50,,,,,,8,5,10,0,Dd,,,,OFF,5,ON,,5,,,,,,,,,,,,STERN RIDING (NOT BOWRIDING). SEEN WHILE COMING UP FROM DINNER. DID NOT RESIGHT ON FLYING BRIDGE. OFF EFFORT BECAUSE SIGHTED WHILE NOT ON WATCH.
SE,CalCOFI0907M2,7/29/2009 14:43:00,,7/29/2009 14:43,8:00:00,7/29/2009 22:43,,,34.24542618,-122.5736847,AMH,KPM,,,,,,,,,,,,119,AMH,3,,325,,50,,,,,,8,5,10,0,Dd,,,,OFF,5,ON,,5,,,,,,,,,,,,STERN RIDING (NOT BOWRIDING). SEEN WHILE COMING UP FROM DINNER. DID NOT RESIGHT ON FLYING BRIDGE. OFF EFFORT BECAUSE SIGHTED WHILE NOT ON WATCH.
SB,CalCOFI0907M2,7/29/2009 14:45:00,,7/29/2009 14:45,8:00:00,7/29/2009 22:45,,,34.24951553,-122.5647125,AMH,KPM,,,,,,,,,,,,118,AMH,2,,24,1.3,,,,,,,1,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,PROBABLY BP
SE,CalCOFI0907M2,7/29/2009 14:45:00,,7/29/2009 14:45,8:00:00,7/29/2009 22:45,,,34.24951553,-122.5647125,AMH,KPM,,,,,,,,,,,,118,AMH,2,,24,1.3,,,,,,,1,,,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,PROBABLY BP
OO,CalCOFI0907M2,7/29/2009 15:30:00,,7/29/2009 15:30,8:00:00,7/29/2009 23:30,,,34.30643845,-122.4354324,AMH,KPM,F,5,OV,100,,,NG,,,4.0,5,,,,63,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,DINNER ROTATION
OB,CalCOFI0907M2,7/29/2009 15:46:00,,7/29/2009 15:46,8:00:00,7/29/2009 23:46,,,34.32684326,-122.3869934,AMH,KPM,F,5,OV,100,,,NG,,,4.0,5,,,,57,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,BOTH OBSERVERS ON WATCH
SB,CalCOFI0907M2,7/29/2009 15:59:00,,7/29/2009 15:59,8:00:00,7/29/2009 23:59,,,34.34373093,-122.3478012,AMH,KPM,,,,,,,,,,,,120,KPM,3,,85,4,,,,,,,200,150,250,2,Dd,,,,ON,,ON,,2,,5,,,,,,,,,,
SE,CalCOFI0907M2,7/29/2009 16:05:00,,7/29/2009 16:05,8:00:00,7/30/2009 0:05,,,34.35127258,-122.3300323,AMH,KPM,,,,,,,,,,,,120,AMH,4,,310,5.2,,,,,,,200,150,250,2,Dd,,,,ON,,ON,,2,,,,,,,,,,,,"ABOUT 5 ANIMALS STILL RIDING STERN. ENDING SIGHTING DUE TO ET, HEADING DOWN TO PULL IN ARRAY"
ET,CalCOFI0907M2,7/29/2009 16:06:00,,7/29/2009 16:06,8:00:00,7/30/2009 0:06,,,34.3533783,-122.3251801,AMH,KPM,F,5,OV,100,,,NG,,,4.0,5,,,,61,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,ARRIVING STATION 77/70
ST,CalCOFI0907M2,7/29/2009 18:46:00,,7/29/2009 18:46,8:00:00,7/30/2009 2:46,,,34.39781189,-122.2707977,AMH,KPM,F,5,OV,100,,,NG,,,4.0,5,,,,61,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
E,CalCOFI0907M2,7/29/2009 19:12:00,,7/29/2009 19:12,8:00:00,7/30/2009 3:12,,,34.43103027,-122.1949997,AMH,KPM,F,5,OV,100,,,NG,,,4.0,5,,,,61,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,SUNSET
ET,CalCOFI0907M2,7/29/2009 19:12:00,,7/29/2009 19:12,8:00:00,7/30/2009 3:12,,,34.43103027,-122.1949997,AMH,KPM,F,5,OV,100,,,NG,,,4.0,5,,,,61,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,SUNSET
