Event Code,Cruise,Date (DST),Time (DST),Date/Time (DST),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,PortObs,StbdObs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru, Reticle,Distance (m),Sighting Method,Reticle (far)           ,Reticle (near),Envelope bearing Left,Envelope Bearing Right,Best,Min,Max,Calf,Species 1,Species 2,sp1 percent,sp2 percent,Effort (on/off),Off Effort Code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First Frame 2,Last Frame 2,Comments
ST,CC1601RL,1/15/2016,7:10,1/15/2016 7:10,8:00:00,1/15/2016 15:10,32 29.85,121 21.43,32.4975,-121.3571667,KW,JT,P,5,OV,100,0,0,0,250,12,4,5,,,,238,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Begin day in transit to 87/70 to 87/80. Array deployed.
W,CC1601RL,1/15/2016,7:10,1/15/2016 7:10,8:00:00,1/15/2016 15:10,32 29.85,121 21.43,32.4975,-121.3571667,KW,JT,P,5,OV,100,0,0,0,250,12,4,5,,,,238,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Begin day in transit to 87/70 to 87/80. Array deployed.
SB,CC1601RL,1/15/2016,7:26,1/15/2016 7:26,8:00:00,1/15/2016 15:26,32 28.62,121 23.89,32.477,-121.3981667,KW,JT,P,5,OV,100,0,0,0,250,12,4,5,47,JT,1,238,260,,400,,4,14,,,85,80,100,ND,DD,,,,On,,On,,2,5,8,yes,JT,60D,273,277,KW,50D,163,174,
W,CC1601RL,1/15/2016,7:26,1/15/2016 7:26,8:00:00,1/15/2016 15:26,32 28.62,121 23.89,32.477,-121.3981667,KW,JT,P,5,OV,100,0,0,0,250,12,4,5,47,JT,1,238,260,,400,,4,14,,,85,80,100,ND,DD,,,,On,,On,,2,5,8,yes,JT,60D,273,277,KW,50D,163,174,
SE,CC1601RL,1/15/2016,8:01,1/15/2016 8:01,8:00:00,1/15/2016 16:01,32 25.59,121 30.91,32.4265,-121.5151667,KW,JT,P,0.5,MI,100,0,0,0,250,12,4,5,47,JT,1,238,260,,400,,4,14,,,85,80,100,ND,DD,,,,On,,On,,2,5,8,yes,JT,60D,273,277,KW,50D,163,174,
W,CC1601RL,1/15/2016,8:01,1/15/2016 8:01,8:00:00,1/15/2016 16:01,32 25.59,121 30.91,32.4265,-121.5151667,KW,JT,P,0.5,MI,100,0,0,0,250,12,4,5,47,JT,1,238,260,,400,,4,14,,,85,80,100,ND,DD,,,,On,,On,,2,5,8,yes,JT,60D,273,277,KW,50D,163,174,
W,CC1601RL,1/15/2016,8:27,1/15/2016 8:27,8:00:00,1/15/2016 16:27,32 23.31,121 34.42,32.3885,-121.5736667,KW,JT,P,3,MI,100,0,0,0,250,12,4,5,,,,238,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
OO,CC1601RL,1/15/2016,8:52,1/15/2016 8:52,8:00:00,1/15/2016 16:52,32 21.25,121 38.64,32.35416667,-121.644,KW,JT,P,3,MI,100,0,0,0,250,12,4,5,,,,238,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/15/2016,8:52,1/15/2016 8:52,8:00:00,1/15/2016 16:52,32 21.25,121 38.64,32.35416667,-121.644,KW,JT,P,3,MI,100,0,0,0,250,12,4,5,,,,238,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/15/2016,9:14,1/15/2016 9:14,8:00:00,1/15/2016 17:14,32 19.47,121 42.40,32.3245,-121.7066667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 87/80. Two buoys deployed.
ST,CC1601RL,1/15/2016,11:15,1/15/2016 11:15,8:00:00,1/15/2016 19:15,32 18.97,121 45.19,32.31616667,-121.7531667,KW,JT,F,5,LF,60,65,200,M,250,14,4,5,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 87/80, going to 87/90. Array deployed."
W,CC1601RL,1/15/2016,11:15,1/15/2016 11:15,8:00:00,1/15/2016 19:15,32 18.97,121 45.19,32.31616667,-121.7531667,KW,JT,F,5,LF,60,65,200,M,250,14,4,5,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 87/80, going to 87/90. Array deployed."
W,CC1601RL,1/15/2016,12:32,1/15/2016 12:32,8:00:00,1/15/2016 20:32,32 12.26,121 57.15,32.20433333,-121.9525,KW,JT,P,1,HF,85,80,180,M,250,14,4,5,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
ET,CC1601RL,1/15/2016,12:58,1/15/2016 12:58,8:00:00,1/15/2016 20:58,32 10.16,122 01.30,32.16933333,-122.0216667,KW,JT,UX,0.3,HF,100,80,180,M,250,13,4,5,,,,235,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,Observers in wheelhouse for fog horn and visibility < 0.5 mile due to fog. On weather watch.
W,CC1601RL,1/15/2016,12:58,1/15/2016 12:58,8:00:00,1/15/2016 20:58,32 10.16,122 01.30,32.16933333,-122.0216667,KW,JT,UX,0.3,HF,100,80,180,M,250,13,4,5,,,,235,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,Observers in wheelhouse for fog horn and visibility < 0.5 mile due to fog. On weather watch.
C,CC1601RL,1/15/2016,12:58,1/15/2016 12:58,8:00:00,1/15/2016 20:58,32 10.16,122 01.30,32.16933333,-122.0216667,KW,JT,UX,0.3,HF,100,80,180,M,250,13,4,5,,,,235,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,Observers in wheelhouse for fog horn and visibility < 0.5 mile due to fog. On weather watch.
ST,CC1601RL,1/15/2016,14:05,1/15/2016 14:05,8:00:00,1/15/2016 22:05,32 04.76,122 12.65,32.07933333,-122.2108333,KW,JT,P,1,HF,100,0,0,0,280,13,4,5,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Two observers back on. Fog drifting from 1-3 miles visibility.
W,CC1601RL,1/15/2016,14:05,1/15/2016 14:05,8:00:00,1/15/2016 22:05,32 04.76,122 12.65,32.07933333,-122.2108333,KW,JT,P,1,HF,100,0,0,0,280,13,4,5,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Two observers back on. Fog drifting from 1-3 miles visibility.
OO,CC1601RL,1/15/2016,14:47,1/15/2016 14:47,8:00:00,1/15/2016 22:47,32 01.36,122 14.57,32.02266667,-122.2428333,KW,,P,1,HF,100,0,0,0,280,13,4,5,,,,235,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/15/2016,14:47,1/15/2016 14:47,8:00:00,1/15/2016 22:47,32 01.36,122 14.57,32.02266667,-122.2428333,KW,,P,1,HF,100,0,0,0,280,13,4,5,,,,235,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/15/2016,15:11,1/15/2016 15:11,8:00:00,1/15/2016 23:11,31 59.49,122 23.54,31.9915,-122.3923333,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 87/90. Two buoys deployed. End day.
E,CC1601RL,1/15/2016,15:11,1/15/2016 15:11,8:00:00,1/15/2016 23:11,31 59.49,122 23.54,31.9915,-122.3923333,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 87/90. Two buoys deployed. End day.
B,CC1601RL,1/16/2016,7:24,1/16/2016 7:24,8:00:00,1/16/2016 15:24,31 43.44,124 01.99,31.724,-124.0331667,KW,JT,G,7,OV,90,0,0,0,260,8,4,3,,,,320,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,Begin day in transit north from 87/110 to 83/110. No array.
ST,CC1601RL,1/16/2016,7:24,1/16/2016 7:24,8:00:00,1/16/2016 15:24,31 43.44,124 01.99,31.724,-124.0331667,KW,JT,G,7,OV,90,0,0,0,260,8,4,3,,,,320,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,Begin day in transit north from 87/110 to 83/110. No array.
W,CC1601RL,1/16/2016,7:24,1/16/2016 7:24,8:00:00,1/16/2016 15:24,31 43.44,124 01.99,31.724,-124.0331667,KW,JT,G,7,OV,90,0,0,0,260,8,4,3,,,,320,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,Begin day in transit north from 87/110 to 83/110. No array.
OO,CC1601RL,1/16/2016,8:30,1/16/2016 8:30,8:00:00,1/16/2016 16:30,31 52.88,124 03.41,31.88133333,-124.0568333,KW,,G,7,PC,35,0,0,0,260,5,2,3,,,,320,,,,,,,,,,,,,,,,,Off,6,Off,2,,,,,,,,,,,,,One observer on. Prepping for buoy deployment.
W,CC1601RL,1/16/2016,8:30,1/16/2016 8:30,8:00:00,1/16/2016 16:30,31 52.88,124 03.41,31.88133333,-124.0568333,KW,,G,7,PC,35,0,0,0,260,5,2,3,,,,320,,,,,,,,,,,,,,,,,Off,6,Off,2,,,,,,,,,,,,,One observer on. Prepping for buoy deployment.
ET,CC1601RL,1/16/2016,8:39,1/16/2016 8:39,8:00:00,1/16/2016 16:39,31 54.27,124 09.04,31.9045,-124.1506667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 83/110. Two buoys deployed.
ST,CC1601RL,1/16/2016,10:42,1/16/2016 10:42,8:00:00,1/16/2016 18:42,31 55.42,124 10.05,31.92366667,-124.1675,KW,JT,G,6,PC,65,0,0,0,240,5,2,4,,,,63,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 83/110, going to 83/100. Array deployed."
W,CC1601RL,1/16/2016,10:42,1/16/2016 10:42,8:00:00,1/16/2016 18:42,31 55.42,124 10.05,31.92366667,-124.1675,KW,JT,G,6,PC,65,0,0,0,240,5,2,4,,,,63,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 83/110, going to 83/100. Array deployed."
W,CC1601RL,1/16/2016,13:16,1/16/2016 13:16,8:00:00,1/16/2016 21:16,32 07.70,123 43.59,32.12833333,-123.7265,KW,JT,G,4,LF,60,0,0,0,240,7,3,4,,,,61,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CC1601RL,1/16/2016,14:01,1/16/2016 14:01,8:00:00,1/16/2016 22:01,32 11.59,123 35.74,32.19316667,-123.5956667,KW,JT,P,2,HF,100,0,0,0,240,8,3,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
OO,CC1601RL,1/16/2016,14:11,1/16/2016 14:11,8:00:00,1/16/2016 22:11,32 12.50,123 33.97,32.20833333,-123.5661667,KW,,P,1,HF,100,0,0,0,240,8,3,4,,,,64,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval. Two buoys to be deployed.
W,CC1601RL,1/16/2016,14:11,1/16/2016 14:11,8:00:00,1/16/2016 22:11,32 12.50,123 33.97,32.20833333,-123.5661667,KW,,P,1,HF,100,0,0,0,240,8,3,4,,,,64,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval. Two buoys to be deployed.
ET,CC1601RL,1/16/2016,14:22,1/16/2016 14:22,8:00:00,1/16/2016 22:22,32 13.51,123 31.87,32.22516667,-123.5311667,KW,,UX,0.3,HF,100,0,0,0,240,8,3,4,,,,64,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,"Off observations, 100 m visibility."
ST,CC1601RL,1/16/2016,16:31,1/16/2016 16:31,8:00:00,1/17/2016 0:31,32 14.42,123 31.25,32.24033333,-123.5208333,KW,JT,G,6,LF,30,0,0,0,230,5,3,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 83/100, going to 83/90. Array deployed."
W,CC1601RL,1/16/2016,16:31,1/16/2016 16:31,8:00:00,1/17/2016 0:31,32 14.42,123 31.25,32.24033333,-123.5208333,KW,JT,G,6,LF,30,0,0,0,230,5,3,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 83/100, going to 83/90. Array deployed."
SB,CC1601RL,1/16/2016,16:40,1/16/2016 16:40,8:00:00,1/17/2016 0:40,32 15.07,123 29.93,32.25116667,-123.4988333,KW,JT,G,6,LF,40,0,0,0,230,5,3,4,48,KW,3,60,5,1.7,,,,,,,6,5,10,ND,DD,,,,On,,On,,8,5,,,,,,,,,,,
SE,CC1601RL,1/16/2016,16:40,1/16/2016 16:40,8:00:00,1/17/2016 0:40,32 15.07,123 29.93,32.25116667,-123.4988333,KW,JT,G,6,LF,40,0,0,0,230,5,3,4,48,KW,3,60,5,1.7,,,,,,,6,5,10,ND,DD,,,,On,,On,,8,5,,,,,,,,,,,
W,CC1601RL,1/16/2016,16:40,1/16/2016 16:40,8:00:00,1/17/2016 0:40,32 15.07,123 29.93,32.25116667,-123.4988333,KW,JT,G,6,LF,40,0,0,0,230,5,3,4,48,KW,3,60,5,1.7,,,,,,,6,5,10,ND,DD,,,,On,,On,,8,5,,,,,,,,,,,
ET,CC1601RL,1/16/2016,17:25,1/16/2016 17:25,8:00:00,1/17/2016 1:25,32 18.54,123 21.63,32.309,-123.3605,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,End at sunset in transit to 83/90. No buoys.
E,CC1601RL,1/16/2016,17:25,1/16/2016 17:25,8:00:00,1/17/2016 1:25,32 18.54,123 21.63,32.309,-123.3605,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,7,On,,,,,,,,,,,,,,End at sunset in transit to 83/90. No buoys.
B,CC1601RL,1/17/2016,7:14,1/17/2016 7:14,8:00:00,1/17/2016 15:14,33 06.33,121 43.34,33.1055,-121.7223333,KW,JT,P,2,HF,70,0,0,0,250,5,2,3,49,KW,3,64,50,,15,,,,,,7,5,10,0,DD,,,,On,,On,,5,8,,yes,JT,60D,339,353,,,,,Begin day in transit to 83/70. Array deployed.
ST,CC1601RL,1/17/2016,7:14,1/17/2016 7:14,8:00:00,1/17/2016 15:14,33 06.33,121 43.34,33.1055,-121.7223333,KW,JT,P,2,HF,70,0,0,0,250,5,2,3,49,KW,3,64,50,,15,,,,,,7,5,10,0,DD,,,,On,,On,,5,8,,yes,JT,60D,339,353,,,,,Begin day in transit to 83/70. Array deployed.
W,CC1601RL,1/17/2016,7:14,1/17/2016 7:14,8:00:00,1/17/2016 15:14,33 06.33,121 43.34,33.1055,-121.7223333,KW,JT,P,2,HF,70,0,0,0,250,5,2,3,49,KW,3,64,50,,15,,,,,,7,5,10,0,DD,,,,On,,On,,5,8,,yes,JT,60D,339,353,,,,,Begin day in transit to 83/70. Array deployed.
SB,CC1601RL,1/17/2016,7:14,1/17/2016 7:14,8:00:00,1/17/2016 15:14,33 06.33,121 43.34,33.1055,-121.7223333,KW,JT,P,2,HF,70,0,0,0,250,5,2,3,49,KW,3,64,50,,15,,,,,,7,5,10,0,DD,,,,On,,On,,5,8,,yes,JT,60D,339,353,,,,,Begin day in transit to 83/70. Array deployed.
SE,CC1601RL,1/17/2016,7:14,1/17/2016 7:14,8:00:00,1/17/2016 15:14,33 06.33,121 43.34,33.1055,-121.7223333,KW,JT,P,2,HF,70,0,0,0,250,5,2,3,49,KW,3,64,50,,15,,,,,,7,5,10,0,DD,,,,On,,On,,5,8,,yes,JT,60D,339,353,,,,,Begin day in transit to 83/70. Array deployed.
W,CC1601RL,1/17/2016,7:40,1/17/2016 7:40,8:00:00,1/17/2016 15:40,33 09.09,121 38.23,33.1515,-121.6371667,KW,JT,UX,0.1,HF,100,0,0,0,250,5,2,3,,,,64,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,100 meters visibility due to fog. One observer on weather watch.
OO,CC1601RL,1/17/2016,8:18,1/17/2016 8:18,8:00:00,1/17/2016 16:18,33 12.42,121 31.27,33.207,-121.5211667,KW,,UX,0.1,HF,100,0,0,0,250,4,2,3,50,KW,3,64,50,,40,,,,,,57,55,65,0,DD,,,,Off,2B,On,,5,8,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/17/2016,8:18,1/17/2016 8:18,8:00:00,1/17/2016 16:18,33 12.42,121 31.27,33.207,-121.5211667,KW,,UX,0.1,HF,100,0,0,0,250,4,2,3,50,KW,3,64,50,,40,,,,,,57,55,65,0,DD,,,,Off,2B,On,,5,8,,,,,,,,,,,One observer on. Array retrieval.
SB,CC1601RL,1/17/2016,8:18,1/17/2016 8:18,8:00:00,1/17/2016 16:18,33 12.42,121 31.27,33.207,-121.5211667,KW,,UX,0.1,HF,100,0,0,0,250,4,2,3,50,KW,3,64,50,,40,,,,,,57,55,65,0,DD,,,,Off,2B,On,,5,8,,,,,,,,,,,One observer on. Array retrieval.
SE,CC1601RL,1/17/2016,8:48,1/17/2016 8:48,8:00:00,1/17/2016 16:48,33 14.75,121 26.48,33.24583333,-121.4413333,KW,,,,,,,,,,,,,50,KW,3,64,50,,40,,,,,,57,55,65,0,DD,,,,Off,1,On,,,,,,,,,,,,,,On stn 83/70. Two buoys deployed.
ET,CC1601RL,1/17/2016,8:48,1/17/2016 8:48,8:00:00,1/17/2016 16:48,33 14.75,121 26.48,33.24583333,-121.4413333,KW,,,,,,,,,,,,,50,KW,3,64,50,,40,,,,,,57,55,65,0,DD,,,,Off,1,On,,,,,,,,,,,,,,On stn 83/70. Two buoys deployed.
ST,CC1601RL,1/17/2016,11:15,1/17/2016 11:15,8:00:00,1/17/2016 19:15,33 14.45,121 26.04,33.24083333,-121.434,KW,JT,P,0.5,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 83/70, going to 83/60. Array deployed."
W,CC1601RL,1/17/2016,11:15,1/17/2016 11:15,8:00:00,1/17/2016 19:15,33 14.45,121 26.04,33.24083333,-121.434,KW,JT,P,0.5,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 83/70, going to 83/60. Array deployed."
ET,CC1601RL,1/17/2016,11:59,1/17/2016 11:59,8:00:00,1/17/2016 19:59,33 17.66,121 21.87,33.29433333,-121.3645,KW,JT,UX,0.5,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,Visibility 200 meters to 0.5 miles.
W,CC1601RL,1/17/2016,11:59,1/17/2016 11:59,8:00:00,1/17/2016 19:59,33 17.66,121 21.87,33.29433333,-121.3645,KW,JT,UX,0.5,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,Visibility 200 meters to 0.5 miles.
ST,CC1601RL,1/17/2016,12:56,1/17/2016 12:56,8:00:00,1/17/2016 20:56,33 21.91,121 11.65,33.36516667,-121.1941667,KW,JT,P,1,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Visibility 0.6 miles to 2 miles.
W,CC1601RL,1/17/2016,12:56,1/17/2016 12:56,8:00:00,1/17/2016 20:56,33 21.91,121 11.65,33.36516667,-121.1941667,KW,JT,P,1,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Visibility 0.6 miles to 2 miles.
Pinn,CC1601RL,1/17/2016,13:09,1/17/2016 13:09,8:00:00,1/17/2016 21:09,33 23.09,121 09.34,33.38483333,-121.1556667,KW,JT,P,1,HF,100,0,0,0,250,4,2,4,Pinn4,KW,3,64,5,,350,,,,,,2,2,2,0,AT,,,,On,,On,,,,,,,,,,,,,,Guadalupe fur seals
W,CC1601RL,1/17/2016,13:09,1/17/2016 13:09,8:00:00,1/17/2016 21:09,33 23.09,121 09.34,33.38483333,-121.1556667,KW,JT,P,1,HF,100,0,0,0,250,4,2,4,Pinn4,KW,3,64,5,,350,,,,,,2,2,2,0,AT,,,,On,,On,,,,,,,,,,,,,,Guadalupe fur seals
Pinn,CC1601RL,1/17/2016,13:23,1/17/2016 13:23,8:00:00,1/17/2016 21:23,33 24.34,121 06.61,33.40566667,-121.1101667,KW,JT,P,3,HF,100,0,0,0,250,4,2,4,Pinn5,KW,3,64,340,,500,,,,,,1,1,1,0,UFS,,,,On,,On,,3,,,,,,,,,,,,
W,CC1601RL,1/17/2016,13:23,1/17/2016 13:23,8:00:00,1/17/2016 21:23,33 24.34,121 06.61,33.40566667,-121.1101667,KW,JT,P,3,HF,100,0,0,0,250,4,2,4,Pinn5,KW,3,64,340,,500,,,,,,1,1,1,0,UFS,,,,On,,On,,3,,,,,,,,,,,,
W,CC1601RL,1/17/2016,14:35,1/17/2016 14:35,8:00:00,1/17/2016 22:35,33 30.56,120 53.84,33.50933333,-120.8973333,KW,JT,UX,0.2,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,"Reduced visibility due to fog, 100 meters to 1 mile."
OO,CC1601RL,1/17/2016,15:01,1/17/2016 15:01,8:00:00,1/17/2016 23:01,33 32.84,120 49.83,33.54733333,-120.8305,KW,,P,0.6,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/17/2016,15:01,1/17/2016 15:01,8:00:00,1/17/2016 23:01,33 32.84,120 49.83,33.54733333,-120.8305,KW,,P,0.6,HF,100,0,0,0,250,4,2,4,,,,64,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/17/2016,15:21,1/17/2016 15:21,8:00:00,1/17/2016 23:21,33 34.46,120 45.70,33.57433333,-120.7616667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,End day on stn 83/60. Two buoys deployed. Thick fog.
E,CC1601RL,1/17/2016,15:21,1/17/2016 15:21,8:00:00,1/17/2016 23:21,33 34.46,120 45.70,33.57433333,-120.7616667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,End day on stn 83/60. Two buoys deployed. Thick fog.
B,CC1601RL,1/18/2016,8:14,1/18/2016 8:14,8:00:00,1/18/2016 16:14,34 10.14,119 31.74,34.169,-119.529,KW,JT,G,2,OV,90,0,0,0,260,6,2,4,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving 83/42, going to 83/40.6. No array."
ST,CC1601RL,1/18/2016,8:14,1/18/2016 8:14,8:00:00,1/18/2016 16:14,34 10.14,119 31.74,34.169,-119.529,KW,JT,G,2,OV,90,0,0,0,260,6,2,4,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving 83/42, going to 83/40.6. No array."
W,CC1601RL,1/18/2016,8:14,1/18/2016 8:14,8:00:00,1/18/2016 16:14,34 10.14,119 31.74,34.169,-119.529,KW,JT,G,2,OV,90,0,0,0,260,6,2,4,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leaving 83/42, going to 83/40.6. No array."
SB,CC1601RL,1/18/2016,8:39,1/18/2016 8:39,8:00:00,1/18/2016 16:39,34 12.29,119 27.31,34.20483333,-119.4551667,KW,JT,G,2,OV,90,0,0,0,260,4,2,3,51,JT,1,60,65,,350,,,,,,110,90,140,3,DC,,,,On,,On,,5,1,8,,,,,,,,,,
W,CC1601RL,1/18/2016,8:39,1/18/2016 8:39,8:00:00,1/18/2016 16:39,34 12.29,119 27.31,34.20483333,-119.4551667,KW,JT,G,2,OV,90,0,0,0,260,4,2,3,51,JT,1,60,65,,350,,,,,,110,90,140,3,DC,,,,On,,On,,5,1,8,,,,,,,,,,
SE,CC1601RL,1/18/2016,8:52,1/18/2016 8:52,8:00:00,1/18/2016 16:52,34 13.27,119 25.12,34.22116667,-119.4186667,KW,JT,G,2,OV,90,0,0,0,260,4,2,3,51,JT,1,60,65,,350,,,,,,110,90,140,3,DC,,,,On,,On,,5,1,8,,,,,,,,,,
W,CC1601RL,1/18/2016,8:52,1/18/2016 8:52,8:00:00,1/18/2016 16:52,34 13.27,119 25.12,34.22116667,-119.4186667,KW,JT,G,2,OV,90,0,0,0,260,4,2,3,51,JT,1,60,65,,350,,,,,,110,90,140,3,DC,,,,On,,On,,5,1,8,,,,,,,,,,
ET,CC1601RL,1/18/2016,8:52,1/18/2016 8:52,8:00:00,1/18/2016 16:52,34 13.27,119 25.12,34.22116667,-119.4186667,KW,JT,G,2,OV,90,0,0,0,260,4,2,3,51,JT,1,60,65,,350,,,,,,110,90,140,3,DC,,,,Off,1,On,,5,1,8,,,,,,,,,,On stn 83/40.6. No buoys.
ST,CC1601RL,1/18/2016,10:17,1/18/2016 10:17,8:00:00,1/18/2016 18:17,34 13.42,119 25.00,34.22366667,-119.4166667,KW,JT,P,2,HF,100,0,0,0,90,5,2,3,52,JT,1,60,65,,200,,,,340,120,90,85,120,5,DC,,,,On,,On,,5,8,,,,,,,,,,,"Leaving 83/40.6, going to SCCOOS 83/39.4. No array."
W,CC1601RL,1/18/2016,10:17,1/18/2016 10:17,8:00:00,1/18/2016 18:17,34 13.42,119 25.00,34.22366667,-119.4166667,KW,JT,P,2,HF,100,0,0,0,90,5,2,3,52,JT,1,60,65,,200,,,,340,120,90,85,120,5,DC,,,,On,,On,,5,8,,,,,,,,,,,"Leaving 83/40.6, going to SCCOOS 83/39.4. No array."
SB,CC1601RL,1/18/2016,10:17,1/18/2016 10:17,8:00:00,1/18/2016 18:17,34 13.42,119 25.00,34.22366667,-119.4166667,KW,JT,P,2,HF,100,0,0,0,90,5,2,3,52,JT,1,60,65,,200,,,,340,120,90,85,120,5,DC,,,,On,,On,,5,8,,,,,,,,,,,"Leaving 83/40.6, going to SCCOOS 83/39.4. No array."
SE,CC1601RL,1/18/2016,10:36,1/18/2016 10:36,8:00:00,1/18/2016 18:36,34 14.33,119 24.17,34.23883333,-119.4028333,KW,JT,P,2,HF,100,0,0,0,90,5,2,3,52,JT,1,60,65,,200,,,,340,120,90,85,120,5,DC,,,,On,,On,,5,8,,,,,,,,,,,End sighting on SCCOOS 83/39.4. No buoys. Dolphins scattered entire transect.
W,CC1601RL,1/18/2016,10:36,1/18/2016 10:36,8:00:00,1/18/2016 18:36,34 14.33,119 24.17,34.23883333,-119.4028333,KW,JT,P,2,HF,100,0,0,0,90,5,2,3,52,JT,1,60,65,,200,,,,340,120,90,85,120,5,DC,,,,On,,On,,5,8,,,,,,,,,,,End sighting on SCCOOS 83/39.4. No buoys. Dolphins scattered entire transect.
